PRICE,ROOMS,BATHROOMS,SURFACE,CITY,DISTRICT,ASSET_TYPE
705000,3,2,120,Palermo,Palermo Chico,Departamento
154000,3,1,62,Palermo,Palermo Soho,Departamento
329000,3,2,115,Palermo,Palermo Chico,Departamento
275000,3,2,73,Palermo,Palermo Soho,Departamento
194000,3,1,73,Vicente López,Florida Oeste,Departamento
310000,3,2,69,Vicente López,Olivos,Departamento
112500,3,1,55,Vicente López,Carapachay,Departamento
191000,3,2,87,Vicente López,Florida Oeste,Departamento
399000,3,4,132,Vicente López,Vicente López,Departamento
250000,3,1,82,Vicente López,Olivos,Departamento
260000,3,2,70,Vicente López,Olivos,Departamento
162000,3,1,73,Vicente López,Florida Oeste,Departamento
165800,3,1,73,Vicente López,Florida Oeste,Departamento
142000,3,1,62,Vicente López,Florida Oeste,Departamento
450000,3,2,90,Vicente López,Vicente López,Departamento
360000,3,2,113,Vicente López,Olivos,Departamento
147000,3,1,54,Vicente López,Vicente López,Departamento
168000,3,1,74,Vicente López,Florida Oeste,Departamento
475000,4,3,225,Vicente López,Vicente López,Casa
275000,4,2,73,Palermo,Palermo Soho,Departamento
680000,4,2,181,Palermo,Palermo Chico,Departamento
860000,4,2,157,Palermo,Palermo Chico,Departamento
259000,4,1,128,Vicente López,Florida Oeste,Departamento
195000,4,2,76,Vicente López,Florida,Departamento
283000,4,1,142,Vicente López,Florida Oeste,Departamento
798000,4,2,189,Vicente López,La Lucila,Departamento
278000,4,1,140,Vicente López,Florida Oeste,Departamento
270000,5,2,115,Vicente López,Florida Oeste,Casa
3200000,5,3,535,Palermo,Palermo Chico,Departamento
1100000,5,3,255,Palermo,Palermo Chico,Departamento
1750000,5,2,250,Palermo,Palermo Chico,Departamento
1600000,5,5,225,Vicente López,Vicente López,Departamento
650000,6,3,184,Palermo,Palermo Chico,Departamento
1500000,6,2,238,Palermo,Palermo Chico,Departamento
273000,7,2,109,Vicente López,Munro,Casa
273000,7,2,109,Vicente López,Munro,Oficina
273000,7,2,109,Vicente López,Munro,Local comercial
730000,8,5,358,Vicente López,Olivos,Casa
670000,7,4,277,Palermo,Palermo Soho,Casa
115000,1,1,35,Palermo,Palermo Viejo,Departamento
210000,2,1,53,Palermo,Palermo Hollywood,Departamento
117000,1,1,40,Palermo,Palermo Soho,Departamento
235000,2,1,47,Palermo,Palermo Hollywood,Departamento
485000,3,2,198,Palermo,Palermo Hollywood,Departamento
140000,2,1,44,Palermo,Palermo Soho,Departamento
245000,2,2,68,Vicente López,La Lucila,Departamento
230000,2,1,68,Vicente López,La Lucila,Departamento
129000,3,1,91,Vicente López,Florida,PH
165000,3,1,90,Vicente López,Olivos,PH
295000,3,2,180,Vicente López,Florida,Casa
256000,3,2,86,Vicente López,Olivos,Departamento
210000,3,2,65,Vicente López,Vicente López,Departamento
285000,4,1,128,Vicente López,Florida,PH
150000,4,2,160,Vicente López,Carapachay,Casa
449000,4,2,103,Vicente López,Olivos,Departamento
845000,5,3,207,Palermo,Palermo Chico,Departamento
1600000,5,5,225,Vicente López,Vicente López,Departamento
85000,1,1,25,Palermo,Palermo Hollywood,Departamento
128500,1,1,42,Palermo,Palermo Hollywood,Departamento
130000,1,1,30,Palermo,Palermo Soho,Departamento
85000,1,1,25,Palermo,Palermo Hollywood,Departamento
96000,1,1,38,Palermo,Palermo Soho,Departamento
199000,3,1,80,Palermo,Palermo Soho,Departamento
210000,3,1,90,Palermo,Palermo Soho,PH
1290000,5,5,442,Palermo,Palermo Chico,Casa
160000,1,1,46,Vicente López,Vicente López,Departamento
229000,2,1,112,Vicente López,Florida,Departamento
97000,2,1,50,Vicente López,Olivos,Departamento
88000,3,1,64,Vicente López,Carapachay,Departamento
320000,4,1,100,Vicente López,Olivos,Casa
320000,4,1,100,Vicente López,Olivos,Casa
327000,4,3,190,Vicente López,Olivos,Casa
269000,2,1,95,Palermo,Palermo Soho,Departamento
349000,8,3,156,Vicente López,Olivos,Casa
186000,3,1,57,Vicente López,Florida,PH
132000,3,1,111,Vicente López,Carapachay,PH
490000,4,2,190,Vicente López,Olivos,Casa
140000,1,1,60,Vicente López,Vicente López,Casa
178000,3,1,59,Palermo,Palermo Hollywood,Departamento
96000,1,1,40,Palermo,Palermo Soho,Departamento
580000,2,2,77,Palermo,Palermo Hollywood,Departamento
99500,1,1,40,Palermo,Palermo Soho,Departamento
178000,2,1,65,Palermo,Palermo Chico,Departamento
120000,1,1,35,Palermo,Palermo Hollywood,Departamento
198000,3,2,70,Vicente López,Florida,Departamento
340000,2,1,74,Vicente López,Olivos,Departamento
198000,3,2,70,Vicente López,Florida,Departamento
185000,2,2,68,Vicente López,Florida,Departamento
185000,2,2,68,Vicente López,Florida,Departamento
96000,2,1,48,Vicente López,Villa Martelli,Departamento
300000,9,2,190,Vicente López,Florida,Local comercial
138000,2,1,47,Palermo,Palermo Soho,Departamento
120000,2,1,45,Palermo,Palermo Hollywood,Departamento
345000,2,1,75,Vicente López,Olivos,Departamento
140000,2,1,44,Vicente López,Florida,Departamento
118000,2,1,45,Vicente López,Olivos,Departamento
87000,2,1,27,Vicente López,Olivos,Departamento
160000,1,1,46,Vicente López,Vicente López,Departamento
149500,2,1,60,Vicente López,Olivos,Departamento
149000,4,1,134,Vicente López,Munro,Casa
148000,3,1,61,Palermo,Palermo Hollywood,Departamento
259000,3,2,70,Palermo,Palermo Chico,Departamento
285000,3,1,102,Vicente López,La Lucila,Departamento
252000,4,2,100,Palermo,Palermo Hollywood,Departamento
262000,4,1,77,Vicente López,Olivos,Departamento
248000,3,2,75,Vicente López,Vicente López,Departamento
230000,4,2,74,Vicente López,Olivos,Departamento
275000,5,1,180,Vicente López,Florida,Casa
165000,2,2,42,Palermo,Palermo Hollywood,PH
680000,4,5,650,Vicente López,Florida,Casa
416000,3,3,455,Vicente López,Vicente López,Casa
230000,3,2,158,Vicente López,Carapachay,Casa
290000,2,1,76,Vicente López,Olivos,Departamento
400000,2,1,107,Vicente López,Olivos,Departamento
370000,3,2,90,Vicente López,La Lucila,Departamento
375000,3,2,77,Vicente López,Olivos,Departamento
87000,1,1,30,Vicente López,Florida,Departamento
135000,1,1,38,Palermo,Palermo Hollywood,Departamento
160000,2,1,100,Vicente López,Florida,PH
225000,2,2,50,Palermo,Palermo Hollywood,Departamento
145000,2,1,52,Palermo,Palermo Soho,Departamento
340000,2,1,62,Vicente López,Vicente López,Departamento
415000,2,1,79,Vicente López,Vicente López,Departamento
395000,2,1,62,Vicente López,Vicente López,Departamento
385000,2,1,62,Vicente López,Vicente López,Departamento
170000,4,1,81,Vicente López,Vicente López,PH
399000,3,4,132,Vicente López,Vicente López,Departamento
315000,3,1,90,Vicente López,Florida,Departamento
440000,3,2,87,Vicente López,Vicente López,Departamento
245568,3,2,85,Vicente López,Olivos,Departamento
265000,3,2,90,Vicente López,Florida,Departamento
1470000,4,5,220,Palermo,Palermo Soho,Departamento
1470000,4,5,220,Palermo,Palermo Chico,Departamento
1300000,5,2,211,Palermo,Palermo Chico,Departamento
1470000,4,5,220,Palermo,Palermo Viejo,Departamento
1470000,4,5,220,Palermo,Palermo Hollywood,Departamento
790000,4,3,130,Vicente López,Vicente López,Departamento
330000,5,2,170,Vicente López,Vicente López,Casa
1390000,5,4,320,Vicente López,Olivos,Departamento
128500,1,1,35,Palermo,Palermo Hollywood,Departamento
160000,1,1,38,Palermo,Palermo Hollywood,Departamento
120000,1,1,38,Palermo,Palermo Soho,Departamento
88500,1,1,33,Vicente López,Florida,Departamento
165000,2,2,42,Palermo,Palermo Hollywood,PH
165000,2,2,42,Palermo,Palermo Hollywood,PH
340000,2,2,125,Vicente López,Munro,Casa
188600,2,2,52,Palermo,Palermo Hollywood,Departamento
138000,2,1,51,Palermo,Palermo Hollywood,Departamento
235000,2,1,55,Palermo,Palermo Chico,Departamento
240000,2,2,63,Palermo,Palermo Hollywood,Departamento
115000,2,1,44,Palermo,Palermo Soho,Departamento
138000,2,1,51,Palermo,Palermo Soho,Departamento
138000,2,1,51,Palermo,Palermo Chico,Departamento
115000,2,1,44,Palermo,Palermo Soho,Departamento
75000,2,1,27,Vicente López,Florida,Departamento
75000,2,1,28,Vicente López,Florida,Departamento
285000,2,1,87,Vicente López,La Lucila,Departamento
197400,2,1,63,Vicente López,Olivos,Departamento
155000,2,1,59,Vicente López,Olivos,Departamento
185000,3,1,100,Vicente López,Olivos,PH
185000,3,1,100,Vicente López,Olivos,PH
390000,3,1,67,Palermo,Palermo Chico,Departamento
230000,3,1,78,Palermo,Palermo Hollywood,Departamento
530000,3,2,78,Palermo,Palermo Hollywood,Departamento
280600,3,2,80,Palermo,Palermo Hollywood,Departamento
598000,3,2,130,Vicente López,Olivos,Departamento
149800,3,2,77,Vicente López,Vicente López,Departamento
130000,3,1,56,Vicente López,Villa Martelli,Departamento
168000,4,2,88,Vicente López,Florida,PH
249900,4,2,172,Vicente López,Munro,Casa
470000,4,4,200,Vicente López,Olivos,Casa
1620000,6,3,634,Palermo,Palermo Soho,Casa
650000,9,5,515,Vicente López,La Lucila,Casa
106000,1,1,40,Palermo,Palermo Soho,Departamento
84000,1,1,27,Palermo,Palermo Hollywood,Departamento
99500,1,1,40,Palermo,Palermo Soho,Departamento
96000,1,1,40,Palermo,Palermo Soho,Departamento
109000,1,1,40,Palermo,Palermo Soho,Departamento
147000,2,1,44,Vicente López,Olivos,PH
270000,2,1,47,Palermo,Palermo Soho,Departamento
180000,2,2,55,Palermo,Palermo Soho,Departamento
139000,2,1,37,Palermo,Palermo Chico,Departamento
135000,2,1,53,Vicente López,Vicente López,Departamento
129000,2,1,42,Vicente López,Vicente López,Departamento
315000,3,2,100,Palermo,Palermo Soho,PH
140000,3,1,109,Vicente López,Munro,PH
350000,3,1,127,Palermo,Palermo Soho,Departamento
211000,3,1,70,Palermo,Palermo Hollywood,Departamento
350000,3,1,127,Palermo,Palermo Hollywood,Departamento
175000,3,1,84,Vicente López,Munro,Departamento
260000,4,1,130,Vicente López,Florida,PH
252000,4,2,100,Palermo,Palermo Hollywood,Departamento
270000,5,3,218,Vicente López,Munro,PH
210000,4,1,74,Palermo,Palermo Hollywood,Departamento
117000,1,1,40,Palermo,Palermo Soho,Departamento
90000,2,1,57,Vicente López,Olivos,Departamento
82000,1,1,25,Vicente López,Florida,Departamento
179900,1,1,43,Vicente López,Vicente López,Departamento
215000,3,1,62,Vicente López,Olivos,Departamento
145000,1,1,43,Vicente López,Vicente López,Departamento
383000,2,1,76,Palermo,Palermo Chico,Departamento
155000,2,1,46,Palermo,Palermo Hollywood,Departamento
145000,2,1,44,Palermo,Palermo Hollywood,Departamento
195000,2,1,47,Vicente López,Vicente López,Departamento
520000,3,3,102,Palermo,Palermo Soho,Departamento
475000,3,3,102,Palermo,Palermo Soho,Departamento
790000,3,2,120,Vicente López,Vicente López,Departamento
275000,3,2,80,Vicente López,Olivos,Departamento
143000,5,2,295,Vicente López,Munro,Casa
396991,4,2,128,Palermo,Palermo Soho,Departamento
245000,4,1,248,Vicente López,Florida,PH
285000,3,2,135,Vicente López,Olivos,Casa
127000,1,1,42,Palermo,Palermo Hollywood,Departamento
104000,1,1,32,Palermo,Palermo Hollywood,Departamento
360000,2,1,98,Palermo,Palermo Chico,Departamento
238000,3,2,100,Vicente López,Olivos,Departamento
160000,2,1,56,Vicente López,Olivos,Departamento
165000,3,1,60,Vicente López,Florida,Departamento
405000,4,2,161,Vicente López,Florida,Departamento
265000,3,2,101,Vicente López,Florida,Departamento
350000,2,2,76,Vicente López,Vicente López,Departamento
1670000,8,3,332,Palermo,Palermo Chico,Departamento
2700000,7,3,394,Palermo,Palermo Chico,Departamento
105000,1,1,40,Palermo,Palermo Soho,Departamento
165000,1,1,37,Vicente López,Vicente López,Departamento
217000,2,1,72,Palermo,Palermo Hollywood,Departamento
135000,2,1,46,Vicente López,La Lucila,Departamento
190000,2,1,55,Vicente López,Olivos,Departamento
235000,2,1,63,Vicente López,Olivos,Departamento
235000,2,1,90,Vicente López,Olivos,Departamento
198000,2,2,70,Vicente López,Florida,Departamento
610000,3,2,87,Palermo,Palermo Soho,Departamento
610000,3,2,87,Palermo,Palermo Soho,Departamento
174000,3,1,59,Palermo,Palermo Hollywood,Departamento
232000,3,1,57,Vicente López,Vicente López,Departamento
425000,3,1,95,Vicente López,La Lucila,Departamento
360000,3,2,85,Vicente López,Olivos,Departamento
320000,3,2,170,Vicente López,Olivos,Departamento
360000,3,2,85,Vicente López,Olivos,Departamento
208000,4,1,91,Vicente López,Olivos,Casa
780000,4,3,216,Palermo,Palermo Chico,Departamento
450000,5,3,246,Vicente López,Carapachay,Casa
510000,6,3,250,Palermo,Palermo Viejo,PH
395000,6,2,260,Vicente López,Florida,Casa
135000,1,1,41,Palermo,Palermo Hollywood,Departamento
180000,1,1,50,Palermo,Palermo Hollywood,Departamento
114000,1,1,40,Palermo,Palermo Soho,Departamento
175000,1,1,50,Palermo,Palermo Hollywood,Departamento
290000,2,2,75,Vicente López,Vicente López,Departamento
330000,2,1,70,Vicente López,Vicente López,Departamento
239000,3,1,130,Vicente López,Olivos,Casa
340000,3,1,181,Vicente López,Florida,Casa
529000,3,2,107,Vicente López,Olivos,Departamento
232000,3,1,77,Vicente López,Olivos,Departamento
295000,4,2,600,Vicente López,Villa Martelli,Casa
550000,4,4,153,Vicente López,La Lucila,Departamento
1500000,7,3,471,Vicente López,Vicente López,Casa
540000,1,2,157,Palermo,Palermo Hollywood,Oficina
129000,1,1,43,Palermo,Palermo Hollywood,Departamento
90000,2,1,37,Palermo,Palermo Hollywood,Departamento
139000,2,1,40,Vicente López,Vicente López,Departamento
225000,2,1,73,Vicente López,Olivos,Departamento
82000,2,1,43,Vicente López,Villa Martelli,Departamento
199000,3,1,110,Palermo,Palermo Hollywood,PH
110000,3,1,80,Vicente López,Munro,PH
140000,3,1,62,Vicente López,Munro,PH
168000,3,1,100,Vicente López,Munro,PH
249900,3,2,108,Vicente López,Olivos,Oficina
250000,3,1,100,Vicente López,Olivos,Departamento
150000,3,1,63,Vicente López,Olivos,Departamento
275000,3,1,87,Vicente López,Olivos,Departamento
120000,3,1,47,Vicente López,Villa Martelli,Departamento
158000,3,1,66,Vicente López,Villa Martelli,Local comercial
80000,4,1,70,Vicente López,Florida,PH
370000,4,2,113,Vicente López,Olivos,Casa
310000,4,2,155,Vicente López,Munro,Casa
270000,4,1,275,Vicente López,Munro,Casa
525000,4,2,130,Vicente López,Olivos,Departamento
585000,4,2,130,Vicente López,Olivos,Departamento
790000,4,3,189,Vicente López,Vicente López,Departamento
520000,4,2,134,Vicente López,Olivos,Departamento
500000,4,2,152,Vicente López,Olivos,Departamento
524000,4,2,152,Vicente López,Olivos,Departamento
220000,5,1,105,Vicente López,Florida,Casa
195000,6,3,238,Vicente López,Villa Martelli,Casa
180000,6,4,300,Vicente López,Villa Martelli,Casa
200000,1,1,54,Vicente López,Olivos,Departamento
273000,3,1,69,Palermo,Palermo Hollywood,Departamento
295000,4,2,180,Vicente López,Olivos,PH
250000,4,2,138,Vicente López,Olivos,PH
250000,4,2,138,Vicente López,Olivos,PH
255000,4,2,140,Vicente López,Olivos,Casa
175000,2,1,50,Palermo,Palermo Hollywood,Departamento
189150,2,1,50,Palermo,Palermo Hollywood,Departamento
175000,2,1,50,Palermo,Palermo Hollywood,Departamento
258000,3,1,67,Palermo,Palermo Soho,Departamento
334100,3,2,67,Palermo,Palermo Hollywood,Departamento
555000,4,3,134,Vicente López,Olivos,Departamento
150000,4,1,80,Vicente López,Olivos,Departamento
193000,3,1,74,Vicente López,Olivos,Departamento
395000,4,1,138,Vicente López,Olivos,Departamento
197000,3,1,70,Vicente López,Olivos,Departamento
379000,3,2,94,Palermo,Palermo Viejo,Departamento
210000,3,1,51,Vicente López,Vicente López,Departamento
80000,1,1,64,Vicente López,Munro,Casa
100000,2,1,37,Vicente López,Villa Martelli,PH
169500,2,1,60,Palermo,Palermo Soho,Departamento
204000,2,1,60,Vicente López,Olivos,Departamento
235000,3,2,127,Vicente López,Florida,PH
540000,3,3,410,Vicente López,Villa Martelli,Casa
260000,3,1,80,Palermo,Palermo Hollywood,Departamento
300000,3,1,73,Palermo,Palermo Chico,Departamento
430000,3,2,99,Vicente López,Olivos,Departamento
220000,3,1,60,Vicente López,Olivos,Departamento
250000,3,2,80,Vicente López,La Lucila,Departamento
297500,4,3,140,Vicente López,Olivos,Casa
240000,4,1,149,Vicente López,Munro,Casa
520000,5,3,200,Vicente López,La Lucila,Casa
1980000,5,4,326,Palermo,Palermo Chico,Departamento
365000,4,1,147,Vicente López,Olivos,Casa
230000,3,1,75,Vicente López,Carapachay,Casa
262000,4,1,161,Vicente López,Florida,PH
440000,5,2,200,Vicente López,La Lucila,Casa
148000,3,1,55,Vicente López,Munro,PH
200000,4,2,95,Vicente López,Carapachay,PH
275000,5,1,180,Vicente López,Florida,Casa
170000,2,1,50,Palermo,Palermo Hollywood,Departamento
220000,3,2,80,Palermo,Palermo Soho,Departamento
1680000,5,4,259,Palermo,Palermo Chico,Departamento
168000,3,1,68,Vicente López,Florida,Departamento
450000,3,2,100,Vicente López,Olivos,Departamento
175000,2,1,54,Vicente López,Olivos,Departamento
420000,6,4,250,Vicente López,Florida,Local comercial
143000,4,2,90,Vicente López,Munro,PH
490000,3,2,87,Palermo,Palermo Chico,Departamento
273000,2,1,70,Vicente López,Olivos,Departamento
227000,2,1,70,Vicente López,Olivos,Departamento
149800,3,2,77,Vicente López,Vicente López,Departamento
450000,4,2,192,Vicente López,La Lucila,Departamento
150000,3,1,65,Vicente López,Olivos,Departamento
449000,4,2,103,Vicente López,Olivos,Departamento
357500,3,3,134,Vicente López,Olivos,Departamento
285000,4,2,89,Vicente López,Olivos,Departamento
285000,4,2,89,Vicente López,Olivos,Departamento
253000,3,2,87,Vicente López,Vicente López,Departamento
180000,3,1,52,Vicente López,Florida,Departamento
249000,3,2,87,Vicente López,Vicente López,Departamento
257000,3,2,87,Vicente López,Vicente López,Departamento
260000,3,2,120,Vicente López,Olivos,Departamento
225000,3,2,83,Vicente López,Olivos,Departamento
265000,4,2,105,Vicente López,Olivos,Departamento
450000,2,1,113,Vicente López,La Lucila,Departamento
130000,4,1,122,Vicente López,Florida,PH
2000000,5,4,320,Palermo,Palermo Chico,Departamento
304000,3,1,65,Palermo,Palermo Viejo,Departamento
127900,2,1,46,Palermo,Palermo Hollywood,Departamento
540000,3,2,125,Vicente López,La Lucila,Departamento
168000,2,1,50,Vicente López,Olivos,Departamento
298600,2,1,59,Vicente López,Olivos,Departamento
638700,3,2,134,Vicente López,Olivos,Departamento
372100,2,1,75,Vicente López,Olivos,Departamento
932000,4,2,189,Vicente López,Olivos,Departamento
250000,1,2,71,Vicente López,Olivos,Local comercial
280000,5,2,184,Vicente López,Olivos,PH
410000,5,1,220,Vicente López,Olivos,Casa
420000,3,2,266,Vicente López,La Lucila,Casa
520000,4,3,127,Palermo,Palermo Soho,Departamento
175000,3,1,62,Palermo,Palermo Viejo,Departamento
520000,3,3,127,Palermo,Palermo Soho,Departamento
128000,1,1,36,Palermo,Palermo Hollywood,Departamento
450000,3,2,106,Vicente López,Olivos,Departamento
340000,3,2,91,Vicente López,Vicente López,Departamento
153000,3,1,44,Vicente López,Olivos,Departamento
190000,3,1,67,Vicente López,Florida,Departamento
260000,3,1,69,Vicente López,Olivos,Departamento
129000,2,1,68,Vicente López,Olivos,Departamento
320000,3,2,87,Vicente López,Vicente López,Departamento
98000,2,1,37,Palermo,Palermo Soho,Departamento
157000,2,1,43,Palermo,Palermo Hollywood,Departamento
277000,2,1,54,Palermo,Palermo Hollywood,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
185000,2,1,73,Vicente López,Olivos,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
137000,2,1,49,Vicente López,Vicente López,Departamento
130000,2,1,59,Vicente López,Munro,Departamento
207000,2,1,59,Vicente López,Olivos,Departamento
180000,3,1,90,Vicente López,Florida,PH
222000,4,1,109,Vicente López,Florida,PH
175000,3,1,63,Palermo,Palermo Viejo,Departamento
200000,3,2,76,Palermo,Palermo Soho,Departamento
200000,3,1,78,Palermo,Palermo Hollywood,Departamento
890000,6,2,160,Palermo,Palermo Chico,Departamento
165000,3,1,63,Vicente López,Olivos,Departamento
268000,3,2,70,Vicente López,Florida,Departamento
240000,4,2,87,Palermo,Palermo Hollywood,Departamento
790000,4,3,126,Palermo,Palermo Chico,Departamento
172000,4,1,68,Vicente López,Vicente López,Departamento
550000,4,3,165,Vicente López,La Lucila,Departamento
258000,5,2,170,Vicente López,Munro,PH
980000,7,4,980,Vicente López,Olivos,Casa
2200000,4,3,420,Palermo,Palermo Chico,Casa
248000,5,2,160,Vicente López,Carapachay,Casa
140000,2,1,41,Palermo,Palermo Soho,Departamento
135000,1,1,33,Palermo,Palermo Hollywood,Departamento
350000,2,1,70,Vicente López,Olivos,Departamento
195000,3,1,62,Vicente López,Olivos,Departamento
375000,3,2,100,Vicente López,Olivos,Departamento
168000,3,1,58,Vicente López,Olivos,Departamento
270000,2,1,53,Vicente López,Olivos,Departamento
820000,4,3,162,Vicente López,Olivos,Departamento
820000,4,3,165,Vicente López,Olivos,Departamento
820000,4,3,148,Vicente López,Olivos,Departamento
290000,2,1,56,Vicente López,Olivos,Departamento
250000,2,1,56,Vicente López,Olivos,Departamento
220000,3,2,163,Vicente López,Olivos,PH
120000,3,1,98,Vicente López,Munro,Casa
230000,5,1,120,Vicente López,Olivos,Casa
160000,3,1,77,Vicente López,Vicente López,Departamento
335000,3,2,101,Vicente López,Olivos,Departamento
170000,3,1,55,Vicente López,Olivos,Departamento
220000,4,2,133,Vicente López,Olivos,PH
156500,4,2,96,Vicente López,Munro,PH
570000,4,2,136,Vicente López,Vicente López,Departamento
133000,1,1,38,Palermo,Palermo Soho,Departamento
449000,7,3,60,Vicente López,Olivos,Casa
549000,7,3,560,Vicente López,Olivos,Casa
165000,2,2,42,Palermo,Palermo Hollywood,PH
239000,2,1,74,Palermo,Palermo Hollywood,Departamento
135000,2,1,52,Palermo,Palermo Soho,Departamento
145000,2,1,44,Palermo,Palermo Soho,Departamento
91000,2,1,37,Vicente López,Olivos,Departamento
330000,2,1,140,Vicente López,Vicente López,Departamento
91000,2,1,37,Vicente López,Olivos,Departamento
171900,3,1,58,Vicente López,La Lucila,PH
238000,3,2,140,Vicente López,Olivos,PH
220000,3,1,77,Palermo,Palermo Soho,Departamento
520000,3,2,81,Palermo,Palermo Hollywood,Departamento
245000,3,1,106,Vicente López,Olivos,Departamento
175000,3,1,56,Vicente López,Olivos,Departamento
239000,3,1,80,Vicente López,Olivos,Departamento
110000,3,1,62,Vicente López,Munro,Departamento
169000,4,1,102,Vicente López,Florida,PH
234000,5,2,170,Vicente López,Carapachay,Casa
315000,5,2,126,Vicente López,Olivos,Casa
315000,5,2,126,Vicente López,Olivos,Casa
480000,5,2,250,Vicente López,Florida,Casa
1450000,5,3,212,Palermo,Palermo Chico,Departamento
650000,6,3,184,Palermo,Palermo Chico,Departamento
230000,6,2,130,Vicente López,Munro,Departamento
580000,7,4,260,Vicente López,Olivos,Departamento
200000,1,1,54,Vicente López,Olivos,Departamento
235000,2,1,53,Vicente López,Olivos,Departamento
175000,2,1,56,Vicente López,Florida,Departamento
335000,2,2,82,Vicente López,Vicente López,Departamento
393000,3,2,113,Vicente López,Olivos,Departamento
290000,4,2,154,Vicente López,Olivos,Departamento
114000,1,1,40,Palermo,Palermo Soho,Departamento
130000,1,1,30,Palermo,Palermo Hollywood,Departamento
147000,2,1,52,Palermo,Palermo Soho,Departamento
165000,2,1,48,Palermo,Palermo Soho,Departamento
105100,2,1,33,Palermo,Palermo Soho,Departamento
83000,2,1,75,Vicente López,Florida Oeste,Departamento
103000,2,1,40,Vicente López,Florida,Departamento
135000,3,1,59,Palermo,Palermo Soho,Departamento
140000,1,1,41,Palermo,Palermo Hollywood,Departamento
415000,2,2,95,Vicente López,Olivos,Departamento
130000,2,1,42,Vicente López,Vicente López,Departamento
90000,2,1,35,Vicente López,Villa Martelli,Departamento
150000,2,1,41,Vicente López,Vicente López,Departamento
140000,3,1,55,Vicente López,Florida,PH
235000,3,2,163,Vicente López,Olivos,PH
169500,3,1,85,Vicente López,Munro,Casa
275000,4,1,128,Vicente López,Florida,PH
275000,5,3,210,Vicente López,Florida,PH
169000,5,2,170,Vicente López,Florida,Casa
255000,2,1,53,Vicente López,Olivos,Departamento
108000,2,1,43,Palermo,Palermo Hollywood,PH
195000,3,1,64,Palermo,Palermo Soho,Departamento
45000,1,1,20,Vicente López,Olivos,Departamento
200000,1,1,54,Vicente López,Olivos,Departamento
430000,2,2,81,Vicente López,Vicente López,Departamento
280000,2,1,62,Vicente López,Olivos,Departamento
199999,3,2,72,Palermo,Palermo Hollywood,Departamento
249000,3,2,87,Vicente López,Vicente López,Departamento
970000,5,4,243,Palermo,Palermo Chico,Departamento
170000,3,1,65,Palermo,Palermo Soho,PH
250000,4,2,230,Vicente López,Villa Adelina,Casa
375000,5,3,130,Vicente López,Olivos,Casa
138000,2,1,53,Palermo,Palermo Chico,Departamento
295000,3,1,90,Palermo,Palermo Chico,Departamento
130000,1,1,52,Palermo,Palermo Soho,Departamento
425000,3,1,140,Palermo,Palermo Chico,Departamento
110000,1,1,35,Palermo,Palermo Soho,Departamento
276900,3,2,109,Palermo,Palermo Soho,Departamento
240000,3,1,76,Vicente López,La Lucila,Departamento
124000,2,1,51,Palermo,Palermo Soho,Departamento
290000,5,1,579,Vicente López,Villa Adelina,Casa
348000,3,2,76,Vicente López,Olivos,Departamento
239000,3,1,135,Vicente López,Olivos,Departamento
415000,4,2,138,Vicente López,Olivos,Departamento
250000,4,2,175,Vicente López,Florida Oeste,PH
127000,2,2,42,Palermo,Palermo Viejo,Departamento
1150000,4,3,246,Palermo,Palermo Chico,Departamento
240000,2,1,45,Palermo,Palermo Hollywood,Departamento
120000,1,1,30,Palermo,Palermo Soho,Departamento
110000,1,1,30,Palermo,Palermo Soho,Departamento
199000,2,1,57,Palermo,Palermo Soho,Departamento
129000,1,1,43,Palermo,Palermo Soho,Departamento
455000,3,2,80,Palermo,Palermo Hollywood,Departamento
105000,2,1,35,Vicente López,Florida,Departamento
520000,3,3,200,Vicente López,La Lucila,Departamento
170000,3,1,65,Vicente López,Olivos,Departamento
265000,2,1,71,Vicente López,Olivos,Departamento
630000,3,2,131,Vicente López,Olivos,Departamento
290000,2,2,68,Vicente López,Vicente López,Departamento
230000,3,1,89,Vicente López,Florida,Casa
220000,3,1,89,Vicente López,Florida,Casa
169000,3,1,80,Vicente López,Vicente López,Departamento
590000,3,3,127,Vicente López,Vicente López,Departamento
169000,3,1,80,Vicente López,Vicente López,Departamento
250000,4,2,85,Vicente López,Olivos,PH
250000,4,2,85,Vicente López,Olivos,PH
378000,5,1,162,Vicente López,Florida,Casa
188000,1,1,54,Vicente López,Olivos,Departamento
200000,1,1,54,Vicente López,Olivos,Departamento
185000,1,1,54,Vicente López,Olivos,Departamento
89000,2,1,30,Palermo,Palermo Soho,Departamento
235000,2,1,53,Vicente López,Olivos,Departamento
380000,2,2,70,Palermo,Palermo Chico,Departamento
420000,2,2,83,Vicente López,Vicente López,Departamento
285000,3,1,83,Palermo,Palermo Chico,Departamento
250000,3,1,70,Vicente López,Olivos,Oficina
91000,3,1,63,Vicente López,Munro,PH
290000,3,2,74,Vicente López,Olivos,Departamento
